st1,income,unemploy,poverty,black_area,female_area,pctbush04mean,pctkerry04mean,crimerate04mean,proptaxpercap02mean,loctaxpercap02mean,citi6006,inst6006,Year
AK,61887.73684210526,5.760526315789476,.0809199412010218,.019178441,.23203647,,,,1804.137777777776,2421.960000000001,28.24030000000002,13.16669999999999,2006
AK,64969,7.1,.0935175195336342,.0064459974,.18774924,,,,1804.137777777777,2421.96,28.2403,13.1667,2007
AK,74396,5.3,.0703258439898491,.039960083,.21518244,,,,1804.137777777777,2421.96,28.2403,13.1667,2008
AK,72210,6.599999999999999,.0737628191709518,.069115296,.49237177,,,,1804.137777777777,2421.96,28.2403,13.1667,2009
AK,69267.5,6.812499999999998,.0580980069935322,.058671214,.49716744,,,,1804.137777777778,2421.96,28.24029999999999,13.16669999999999,2010
AK,70524,6.800000000000002,.0582192055881023,.059775345,.49949971,,,,1804.137777777777,2421.96,28.24030000000001,13.16669999999999,2011
AK,70485.03875968992,6.800387596899195,.0582154474921467,.05974111,.49942738,,,,1804.137777777783,2421.960000000001,28.24030000000015,13.16670000000008,2012
AK,,,,,,,,,1804.137777777777,2421.96,28.2403,13.1667,2014
AL,38631.61396011396,3.658547008547,.1658454275453872,.13540141,.26245239,61.16567164179217,38.23567164179153,3276.425074626864,201.1068656716405,465.6231343283609,38.49460000000071,42.625,2006
AL,40216.91891891892,3.663963963963968,.1714070403092616,.17223303,.26282147,61.16567164179105,38.23567164179111,3276.425074626866,201.1068656716416,465.623134328358,38.4946,42.625,2007
AL,41059.98701298701,4.842857142857143,.1640803501396984,.08619678,.24672928,61.16567164179105,38.23567164179109,3276.425074626866,201.1068656716416,465.6231343283581,38.4946,42.625,2008
AL,43297.24087591241,9.491605839416069,.1586077633130289,.28249401,.51950908,61.16567164179109,38.23567164179091,3276.425074626842,201.106865671643,465.623134328358,38.4946,42.625,2009
AL,40514.80555555555,9.334953703703723,.0968478021763817,.32363987,.52305031,61.16567164179174,38.23567164179087,3276.42507462686,201.1068656716421,465.6231343283631,38.49460000000003,42.625,2010
AL,38859.13383208645,9.632502078137954,.1009724580946805,.25188586,.51809675,61.16567164179246,38.23567164179196,3276.425074626792,201.1068656716394,465.6231343283574,38.4946000000001,42.625,2011
AL,41077.54342605564,9.440804482689146,.095546186468304,.22693054,.51670796,61.16567164178448,38.2356716417869,3276.425074626488,201.1068656716811,465.6231343283881,38.49459999999517,42.625,2012
AL,,,,,,61.16567164179274,38.23567164179008,3276.425074627043,201.1068656716577,465.6231343283387,38.49460000000287,42.625,2013
AL,,,,,,61.16567164179178,38.23567164179094,3276.425074626862,201.1068656716419,465.6231343283634,38.49460000000009,42.625,2014
AR,36812.14739884393,5.705202312138715,.1748531767829305,.093691833,.2518031,53.32626666666684,45.4905333333335,3076.752567567544,159.7289333333324,350.5552000000017,49.17879999999984,43.75,2006
AR,35881.71428571428,5.920408163265301,.1988779075798534,.10310256,.26311362,53.32626666666675,45.49053333333337,3076.752567567571,159.728933333333,350.5552000000006,49.1787999999999,43.75,2007
AR,39642.01666666667,5.481666666666666,.177843892822663,.10620821,.26643327,53.32626666666661,45.4905333333333,3076.75256756757,159.7289333333332,350.5552,49.17880000000002,43.75,2008
AR,33799.28947368421,8.131578947368419,.2075300228438879,.20124306,.50918788,53.32626666666669,45.49053333333335,3076.752567567568,159.7289333333331,350.5552000000002,49.17879999999997,43.75,2009
AR,40212.88444444445,7.592444444444426,.0984078704317411,.20450352,.51762557,53.3262666666668,45.49053333333345,3076.752567567557,159.7289333333326,350.5552000000013,49.17879999999982,43.75,2010
AR,37870.85822306238,8.039130434782592,.1057598326066491,.14569323,.51250666,53.32626666666687,45.49053333333352,3076.752567567573,159.7289333333323,350.5552000000019,49.17880000000041,43.75,2011
AR,38546.21343445287,7.92708559046589,.1029642116468105,.10602537,.51022762,53.32626666666567,45.49053333333276,3076.752567567537,159.7289333333322,350.5552000000022,49.17880000000088,43.75,2012
AR,,,,,,53.32626666666679,45.49053333333343,3076.752567567563,159.7289333333327,350.5552000000011,49.17879999999984,43.75,2013
AR,,,,,,53.32626666666669,45.49053333333335,3076.752567567567,159.7289333333332,350.5552,49.17879999999998,43.75,2014
AZ,45768.82408660352,5.321380243572393,.1482915200383802,.018429177,.20748761,55.16800000000007,44.05333333333329,4042.328000000051,602.9373333333231,868.3246666666729,46.36760000000042,52.875,2006
AZ,52386.28571428572,3.501242236024843,.1344498879976154,.018984899,.20310791,55.16799999999984,44.05333333333329,4042.327999999989,602.9373333333348,868.3246666666663,46.36759999999983,52.875,2007
AZ,46392.02953586498,6.381012658227831,.1508376922159758,.012545739,.20342147,55.16799999999978,44.05333333333329,4042.327999999986,602.9373333333349,868.324666666662,46.36759999999975,52.875,2008
AZ,44318.46590909091,9.028409090909081,.181459716944532,.035102937,.50626081,55.16799999999998,44.05333333333329,4042.327999999997,602.9373333333345,868.3246666666672,46.36760000000003,52.875,2009
AZ,46888.47878787879,11.28121212121212,.0975514934370012,.041578274,.50665355,55.16799999999983,44.05333333333329,4042.327999999989,602.9373333333348,868.324666666666,46.36759999999983,52.875,2010
AZ,47851.84334763949,10.53980686695291,.091279272517677,.045444705,.50814283,55.16799999999961,44.05333333333402,4042.328000000085,602.9373333333195,868.3246666666747,46.36759999999988,52.875,2011
AZ,46556.82504388531,10.53042715038007,.0920196892709987,.040719327,.50836486,55.16800000000307,44.0533333333339,4042.327999999854,602.9373333333097,868.324666666673,46.36759999999834,52.875,2012
AZ,,,,,,55.16800000000166,44.05333333333366,4042.327999999927,602.9373333333123,868.3246666666316,46.36759999999874,52.875,2013
AZ,,,,,,55.16800000000008,44.05333333333329,4042.327999999984,602.937333333335,868.3246666666638,46.36759999999975,52.875,2014
CA,53903.78194297782,5.535929250264135,.1310731751319127,.028832527,.23650993,51.81568965516866,46.62741379310695,3759.870344827391,860.7068965517636,1172.266896551806,57.0525999999972,49.59289999999826,2006
CA,57222.59663250366,5.300878477305997,.1286154620534854,.037447855,.25382191,51.81568965517275,46.62741379310322,3759.87034482758,860.7068965517313,1172.266896551711,57.05260000000032,49.59290000000155,2007
CA,58054.72100313479,7.405015673981179,.1373287021156202,.025561765,.24049369,51.81568965517291,46.62741379310324,3759.870344827582,860.7068965517161,1172.266896551715,57.05260000000006,49.59289999999969,2008
CA,63251.97572815534,10.47588996763754,.1259838419221944,.041148439,.49723148,51.81568965517289,46.62741379310324,3759.870344827587,860.7068965517144,1172.266896551716,57.05259999999997,49.59289999999969,2009
CA,58061.52256033578,12.19538300104929,.0863533565522429,.055140398,.50621021,51.81568965517314,46.62741379310322,3759.870344827528,860.7068965517334,1172.266896551713,57.05260000000094,49.5929000000008,2010
CA,55848.80296296296,12.10829629629608,.0910712964004941,.060508642,.50425178,51.81568965517067,46.62741379310321,3759.870344827678,860.7068965517054,1172.266896551737,57.05259999999873,49.59290000000211,2011
CA,53837.8673772676,13.11423593317695,.0953558414504031,.068121858,.5059135,51.81568965518127,46.62741379311355,3759.870344827815,860.7068965518367,1172.266896551604,57.05259999999951,49.59289999999243,2012
CA,,,,,,51.81568965516827,46.62741379310879,3759.870344827358,860.7068965517842,1172.26689655175,57.05259999999689,49.59289999999663,2013
CA,,,,,,51.8156896551717,46.62741379310322,3759.87034482763,860.7068965517182,1172.266896551711,57.05259999999951,49.59290000000183,2014
CO,54581.73294908742,4.260326609029764,.0989392526290316,.015325364,.23553573,58.38656250000154,40.21453124999975,2559.585873015863,1213.388593749997,1781.212343750039,50.125,37.31160000000071,2006
CO,58990.94897959183,3.821938775510201,.0998681661083686,.017413599,.24493791,58.38656249999986,40.2145312499999,2559.585873015868,1213.388593749995,1781.212343749998,50.125,37.3116,2007
CO,63474.48484848485,4.299999999999997,.0893185227507293,.0041519287,.22725849,58.38656249999988,40.21453125000007,2559.585873015872,1213.388593750002,1781.212343749998,50.125,37.3116,2008
CO,46001.02409638554,8.249397590361447,.1330789392253003,.0095256744,.47479597,58.38656249999988,40.21453125000006,2559.585873015872,1213.388593750001,1781.212343749998,50.125,37.3116,2009
CO,53226.25490196078,8.782352941176478,.0750228901320667,.036014192,.49929002,58.38656249999986,40.21453124999989,2559.585873015868,1213.388593749995,1781.212343749998,50.125,37.3116,2010
CO,51135.35942028985,8.485217391304356,.0740433446415093,.02345575,.48471877,58.38656249999986,40.21453124999982,2559.585873015891,1213.388593750002,1781.212343750006,50.125,37.31160000000033,2011
CO,48992.43066061523,8.663187090267339,.0777233592025556,.03810646,.48447308,58.38656250000246,40.21453125000102,2559.585873015862,1213.388593750034,1781.212343750047,50.125,37.31160000000081,2012
CO,,,,,,58.38656250000236,40.2145312500004,2559.585873015831,1213.38859375003,1781.212343750046,50.125,37.31160000000079,2013
CO,,,,,,58.38656249999986,40.21453124999979,2559.5858730159,1213.388593750001,1781.21234375002,50.125,37.31160000000049,2014
CT,67344.77118644067,4.237288135593221,.0802892609736172,.056408219,.26748583,44.48875000000008,53.67249999999991,,1577.912500000003,1602.817500000003,75.0568999999998,69.58330000000005,2006
CT,66730.06790123456,4.598148148148146,.07806247210613,.047304947,.26642835,44.48875000000018,53.6724999999999,,1577.912500000004,1602.817500000003,75.05689999999974,69.58330000000011,2007
CT,69110.81538461539,5.830769230769223,.0917333990048904,.053560499,.2689313,44.48875000000027,53.67250000000016,,1577.912499999994,1602.817500000004,75.05689999999969,69.58329999999998,2008
CT,75465.33333333333,8.003703703703708,.0866902489905004,.11192925,.51116574,44.48874999999999,53.67249999999998,,1577.912499999999,1602.8175,75.05690000000003,69.58329999999995,2009
CT,66932.65454545454,9.138181818181817,.0519329000603069,.13327783,.51726079,44.48874999999999,53.67250000000001,,1577.912500000001,1602.8175,75.05690000000003,69.58329999999987,2010
CT,73170.33333333333,8.558333333333335,.045665057686468,.12027767,.51793444,44.48874999999999,53.67250000000001,,1577.9125,1602.8175,75.05690000000003,69.58329999999991,2011
CT,62199.959697733,9.561964735516428,.0533278183706611,.12055493,.51426405,44.48875000000033,53.6725000000003,,1577.912499999988,1602.817500000004,75.05689999999966,69.58329999999944,2012
CT,,,,,,44.48875000000003,53.67249999999994,,1577.912500000003,1602.817500000002,75.05689999999983,69.58330000000002,2013
CT,,,,,,44.48875000000005,53.67249999999994,,1577.912500000003,1602.817500000002,75.05689999999981,69.58330000000004,2014
DC,58553,7,.1609102636575699,.2926119,.32018006,9.340000000000002,89.18000000000004,6232.979999999998,1422.869999999999,5716.919999999999,,,2008
DC,58906,10.2,.1675774604082108,.5401938,.52795851,9.340000000000002,89.17999999999999,6232.98,1422.87,5716.919999999999,,,2009
DC,60729,10.1,.104267917573452,.52034909,.54140359,9.340000000000002,89.18000000000001,6232.98,1422.87,5716.919999999999,,,2010
DC,60729,10.1,.104267917573452,.52034909,.54140359,9.340000000000002,89.18000000000005,6232.979999999997,1422.869999999999,5716.919999999999,,,2011
DC,60729,10.10000000000001,.104267917573452,.52034909,.54140359,9.339999999999989,89.17999999999999,6232.979999999998,1422.87,5716.920000000001,,,2012
DC,,,,,,9.340000000000041,89.18000000000023,6232.979999999984,1422.869999999996,5716.919999999971,,,2013
DE,53020.44285714286,3.544285714285716,.1063113086989948,.10175285,.24978217,51.86000000000003,47.24666666666675,3848.570000000005,446.6599999999999,564.4399999999998,59.89739999999993,72.5625,2006
DE,48769.5,3.3,.1060844659805298,.096627101,.22271672,51.86000000000001,47.24666666666667,3848.57,446.6599999999999,564.4399999999998,59.89739999999998,72.5625,2007
DE,50436.81818181818,4.827272727272727,.1129388836297122,.092982233,.21381065,51.86000000000001,47.24666666666667,3848.57,446.6599999999999,564.4399999999997,59.89739999999998,72.5625,2008
DE,50024,8.099999999999998,.119877353310585,.13403063,.51107931,51.86000000000001,47.24666666666667,3848.57,446.6599999999999,564.4399999999997,59.89739999999998,72.5625,2009
DE,58571.74626865672,8.077611940298517,.0567465847663915,.23336482,.51904786,51.86000000000003,47.24666666666675,3848.570000000005,446.6599999999999,564.4399999999997,59.89739999999993,72.5625,2010
DE,50284.84246575343,7.941780821917805,.0694693939581718,.17081556,.52137274,51.85999999999987,47.24666666666683,3848.570000000002,446.6600000000017,564.4400000000011,59.89739999999988,72.5625,2011
DE,51149.84351620948,7.959289276807883,.0685102980830091,.18343727,.52158338,51.86000000000051,47.24666666666707,3848.570000000046,446.6600000000005,564.4399999999778,59.89740000000135,72.5625,2012
DE,,,,,,51.86000000000048,47.24666666666612,3848.569999999937,446.6599999999894,564.4399999999922,59.89740000000121,72.5625,2013
DE,,,,,,51.86000000000028,47.24666666666637,3848.570000000004,446.6600000000028,564.4400000000019,59.8974000000004,72.5625,2014
FL,47090.07054512139,3.181355932203399,.1153785752877422,.060790319,.20806129,59.51970149253629,39.67029850746484,3622.035223880725,741.7577611940634,953.9740298507251,46.90700000000194,10.34210000000036,2006
FL,44998.2507082153,4.086685552407921,.1292094330886437,.080842152,.2054161,59.51970149253666,39.67029850746258,3622.035223880604,741.7577611940243,953.9740298507537,46.90699999999947,10.3420999999999,2007
FL,45914.87,6.216599999999998,.1399815100133419,.073609047,.21181813,59.51970149253689,39.67029850746258,3622.035223880567,741.7577611940255,953.9740298507419,46.90699999999956,10.34209999999992,2008
FL,42944.76303317535,10.80995260663507,.1517629595870655,.14646314,.49835992,59.51970149253738,39.67029850746259,3622.035223880589,741.7577611940311,953.9740298507463,46.90699999999998,10.34210000000002,2009
FL,43183.92953929539,9.912601626016226,.0854458053997619,.19325034,.52144641,59.51970149253664,39.67029850746258,3622.035223880612,741.7577611940243,953.9740298507556,46.90699999999946,10.3420999999999,2010
FL,44036.25073746312,11.71356932153392,.0810298788028832,.12743032,.51309091,59.51970149253668,39.67029850746258,3622.035223880597,741.7577611940244,953.974029850752,46.90699999999947,10.3420999999999,2011
FL,42367.87755102041,11.08221574344019,.0956822481907839,.1963191,.51752055,59.51970149253649,39.67029850746329,3622.03522388066,741.7577611940235,953.9740298507672,46.9069999999994,10.34209999999988,2012
FL,,,,,,59.51970149253632,39.67029850746462,3622.035223880715,741.7577611940517,953.9740298507321,46.90700000000121,10.34210000000015,2013
FL,,,,,,59.51970149253737,39.67029850746259,3622.03522388059,741.7577611940314,953.9740298507465,46.90700000000001,10.34210000000002,2014
GA,42864.94232331438,4.8936636880585,.1633026319655047,.15093145,.2435545,62.9417610062897,36.53283018867875,3510.07401273876,570.4311949685543,920.9733962264232,43.18710000000073,14.18439999999998,2006
GA,50133.41199226306,4.630560928433265,.1428470722106024,.17277877,.23490761,62.94176100628898,36.53283018867906,3510.074012738872,570.4311949685542,920.9733962264146,43.18709999999952,14.18440000000008,2007
GA,51709.91181657848,6.136507936507907,.1529865852529199,.1507441,.22928435,62.9417610062892,36.53283018867894,3510.074012738769,570.4311949685571,920.9733962264146,43.18710000000055,14.18440000000009,2008
GA,42905.56041666667,10.52083333333335,.1804657406484087,.24239884,.50746983,62.94176100628903,36.53283018867896,3510.074012738871,570.4311949685523,920.9733962264146,43.18709999999955,14.18440000000008,2009
GA,46376.29457364341,10.57782945736432,.0925232771639676,.2771472,.51666152,62.94176100628884,36.53283018867929,3510.074012738858,570.4311949685593,920.9733962264147,43.18709999999945,14.18440000000008,2010
GA,44907.31291611185,10.79533954727033,.1074020004175236,.37734082,.51478773,62.94176100628876,36.53283018867942,3510.074012738829,570.4311949685622,920.9733962264146,43.18709999999942,14.18440000000008,2011
GA,41868.30030832477,11.36382322713228,.1020299226727111,.28171384,.51041704,62.94176100628994,36.53283018868096,3510.074012739121,570.4311949685299,920.9733962264096,43.18710000000276,14.18439999999871,2012
GA,,,,,,62.94176100628768,36.53283018867737,3510.074012738979,570.4311949685332,920.9733962264129,43.18709999999979,14.18439999999888,2013
GA,,,,,,62.94176100629181,36.53283018867798,3510.074012738721,570.4311949685425,920.9733962264621,43.18709999999994,14.18439999999936,2014
GU,0,0,0,0,.49144763,,,,,,,,2009
GU,0,0,0,0,.4928965,,,,,,,,2010
GU,0,0,0,0,.4928965,,,,,,,,2011
GU,0,0,0,0,.4928965,,,,,,,,2012
GU,,,,,,,,,,,,,2013
GU,,,,,,,,,,,,,2014
HI,67019,5.7,.0938083305954933,.041983355,.49408203,40.97750000000001,58.17,4860.3425,605.5124999999999,764.92,77.5729,68.84389999999999,2009
HI,67519,5.8,.0546668767929077,.02575621,.50373316,40.97750000000001,58.17,4860.3425,605.5124999999999,764.92,77.5729,68.84389999999999,2010
HI,67519,5.8,.0546668767929077,.02575621,.50373316,40.97750000000001,58.17,4860.3425,605.5124999999999,764.92,77.5729,68.84389999999999,2011
HI,67519,5.8,.0546668767929077,.02575621,.50373316,40.97750000000001,58.17,4860.3425,605.5124999999999,764.92,77.5729,68.84389999999999,2012
HI,,,,,,40.97750000000001,58.17,4860.3425,605.5124999999999,764.92,77.5729,68.84389999999999,2014
IA,44867.27227722772,3.679702970297034,.1049226047840006,.012284516,.2644251,53.73010101010108,45.35646464646439,1775.269797979812,953.4494949494884,1060.936363636358,49.79160000000019,68.91279999999931,2006
IA,47522.9,4.156666666666667,.0994178645312786,.011185415,.25246677,53.73010101010102,45.35646464646463,1775.269797979797,953.4494949494948,1060.936363636363,49.79160000000001,68.91280000000005,2007
IA,51085.57142857143,4.071428571428574,.1029950403209244,.014429622,.25858393,53.73010101010097,45.35646464646468,1775.269797979796,953.4494949494971,1060.936363636367,49.79159999999982,68.91280000000005,2008
IA,52454.84905660377,5.864150943396222,.1097762988142248,.0458184,.51013714,53.73010101010099,45.35646464646466,1775.269797979797,953.4494949494959,1060.936363636363,49.79160000000001,68.91280000000005,2009
IA,46701.38167938931,6.683969465648858,.0637653841999651,.027674029,.50590712,53.73010101010097,45.35646464646468,1775.269797979796,953.4494949494973,1060.936363636367,49.79159999999985,68.91280000000005,2010
IA,50227.59677419355,6.028225806451618,.0562258838645874,.023112843,.50467008,53.73010101010097,45.35646464646468,1775.269797979796,953.4494949494973,1060.936363636367,49.79159999999986,68.91280000000005,2011
IA,47930.8583106267,5.914168937329706,.0599784876653869,.027962584,.50117821,53.73010101010118,45.35646464646426,1775.269797979807,953.4494949494889,1060.93636363636,49.79160000000017,68.91279999999941,2012
IA,,,,,,53.73010101010097,45.35646464646467,1775.269797979796,953.4494949494971,1060.936363636366,49.79159999999992,68.91280000000005,2013
IA,,,,,,53.73010101010103,45.35646464646462,1775.269797979798,953.4494949494948,1060.936363636363,49.79160000000001,68.91280000000005,2014
ID,41616.27840909091,3.906818181818185,.1304754504764622,.0025235296,.23881552,73.13045454545455,25.4668181818182,2122.728863636366,743.2063636363609,783.9575000000008,33.84050000000001,20,2006
ID,39039,2,.1296140402555466,.0010042872,.22056973,73.13045454545453,25.46681818181817,2122.728863636363,743.2063636363637,783.9575000000002,33.84050000000001,20,2007
ID,43330.13953488372,6.197674418604652,.134827550587266,.0017436061,.22480923,73.13045454545453,25.46681818181818,2122.728863636365,743.2063636363637,783.9575000000002,33.84050000000001,20,2008
ID,40828,7.027272727272728,.1936090344732458,.0073057339,.51187104,73.13045454545453,25.46681818181818,2122.728863636363,743.2063636363637,783.9575000000003,33.84050000000001,20,2009
ID,38807.69863013698,8.764383561643838,.0994404860555309,.0056914622,.50925148,73.13045454545444,25.46681818181815,2122.728863636363,743.2063636363622,783.9574999999988,33.84049999999998,20,2010
ID,38306.33333333334,11.88113207547172,.0952328759356865,.0048928973,.4839876,73.13045454545451,25.46681818181823,2122.728863636364,743.2063636363611,783.9575000000011,33.84049999999998,20,2011
ID,41114.74355300859,8.208452722063011,.0843829730883198,.0036477039,.49553481,73.13045454545488,25.46681818181809,2122.728863636343,743.2063636363603,783.9575000000075,33.84049999999963,20,2012
ID,,,,,,73.13045454545478,25.46681818181804,2122.728863636373,743.2063636363605,783.9574999999963,33.84050000000013,20,2013
ID,,,,,,73.13045454545453,25.46681818181817,2122.728863636366,743.206363636363,783.9574999999994,33.84050000000001,20,2014
IL,52747.10694964627,4.419434040782355,.1131981408957561,.052554172,.26084873,57.64254901960896,41.61509803921336,,816.9928431372962,873.9360784313324,61.5897999999997,85.06609999999696,2006
IL,49719.16194331984,5.342105263157881,.1394445609286246,.088545457,.27576384,57.64254901960756,41.61509803921577,,816.9928431372588,873.9360784313752,61.58979999999983,85.06610000000001,2007
IL,55781.90492359932,6.538200339558587,.1221370927685894,.070452727,.26200908,57.64254901960807,41.61509803921579,,816.9928431372509,873.9360784313754,61.58980000000077,85.06609999999877,2008
IL,55288.10424710425,9.916988416988426,.1258224949931086,.13782732,.50448477,57.64254901960753,41.61509803921577,,816.9928431372592,873.9360784313752,61.58979999999983,85.06610000000001,2009
IL,52097.09875141885,10.50794551645859,.0770563501314969,.19177531,.51448339,57.64254901960712,41.61509803921541,,816.9928431372471,873.9360784313569,61.58980000000103,85.06609999999797,2010
IL,60524.84356435644,10.68217821782177,.0550831224990658,.095736437,.50627625,57.64254901960808,41.61509803921579,,816.992843137253,873.9360784313754,61.58980000000064,85.06609999999917,2011
IL,50487.48636189013,10.25074913561288,.066999951409712,.095933937,.50633007,57.64254901960811,41.61509803921327,,816.9928431372974,873.9360784313492,61.58979999999872,85.06609999999692,2012
IL,,,,,,57.6425490196089,41.61509803921372,,816.992843137278,873.9360784313365,61.5898000000013,85.06609999999715,2013
IL,,,,,,57.6425490196078,41.61509803921579,,816.9928431372499,873.936078431371,61.58980000000084,85.06609999999854,2014
IN,45952.82295988935,5.034993084370639,.1216327500898424,.038883973,.2617538,64.82652173913083,34.34434782608837,2982.768101265715,837.5334782609054,984.3448913043679,49.41929999999829,18.33499999999932,2006
IN,49176.62209302326,4.413372093023255,.115485486899351,.018619461,.26209873,64.82652173913067,34.34434782608697,2982.768101265828,837.5334782608684,984.3448913043511,49.41929999999979,18.33500000000003,2007
IN,48926.68,5.951200000000006,.1214238025397062,.034387469,.2589035,64.82652173913073,34.34434782608697,2982.76810126581,837.5334782608643,984.344891304352,49.41929999999972,18.33500000000003,2008
IN,43752.67509025271,10.87942238267148,.1389454289974934,.062005568,.50607663,64.82652173913074,34.34434782608697,2982.768101265806,837.5334782608634,984.3448913043511,49.4192999999997,18.33500000000003,2009
IN,45606.49450549451,10.3398351648352,.063991616920128,.060810901,.50673616,64.82652173913075,34.34434782608697,2982.768101265802,837.5334782608614,984.3448913043449,49.41929999999984,18.33500000000003,2010
IN,44851.00337268128,10.86172006745361,.0643734299557356,.046770465,.50566393,64.8265217391308,34.34434782608732,2982.768101265835,837.5334782608591,984.344891304343,49.41930000000043,18.33499999999981,2011
IN,43657.74012662044,10.78396141091383,.066927117538993,.069569491,.50507975,64.82652173913083,34.34434782608852,2982.768101265694,837.5334782609284,984.3448913042926,49.41929999999977,18.33499999999925,2012
IN,,,,,,64.82652173913083,34.34434782608822,2982.768101265739,837.5334782608797,984.3448913043678,49.41929999999993,18.33499999999939,2013
IN,,,,,,64.82652173913074,34.34434782608697,2982.768101265806,837.5334782608634,984.3448913043509,49.4192999999997,18.33500000000003,2014
KS,42063.73180076628,4.55134099616859,.1258461633804201,.024792952,.26151413,71.87619047619022,26.6698095238096,2572.242190476193,1189.088666666667,1337.615904761903,33.46759999999995,45,2006
KS,40408.36486486487,4.547297297297296,.1342923357277303,.034916684,.26200187,71.87619047619044,26.66980952380954,2572.242190476189,1189.088666666664,1337.615904761904,33.46759999999996,45,2007
KS,44826.23214285714,4.370535714285718,.1320704839059285,.024072483,.25972477,71.87619047619044,26.66980952380949,2572.242190476191,1189.088666666664,1337.615904761904,33.46759999999995,45,2008
KS,42144.17757009346,8.211214953271019,.1680903135337562,.15777081,.50819343,71.87619047619044,26.66980952380949,2572.24219047619,1189.088666666664,1337.615904761904,33.46759999999995,45,2009
KS,45716.87583892617,6.5231543624161,.0690264183052834,.038212392,.49889484,71.87619047619002,26.66980952380963,2572.242190476188,1189.088666666665,1337.615904761901,33.46759999999995,45,2010
KS,43421.49032258065,7.41612903225806,.0770654942960508,.0589961,.50394827,71.87619047619044,26.66980952380946,2572.242190476198,1189.088666666668,1337.615904761907,33.46759999999995,45,2011
KS,45048.49704142012,6.789940828402358,.0758625391569481,.034440175,.49973518,71.87619047618982,26.66980952380971,2572.242190476198,1189.088666666658,1337.615904761908,33.46759999999995,45,2012
KS,,,,,,71.87619047619044,26.6698095238095,2572.24219047619,1189.088666666665,1337.615904761905,33.46759999999997,45,2013
KS,,,,,,71.87619047619044,26.66980952380952,2572.242190476192,1189.088666666667,1337.615904761904,33.46759999999998,45,2014
KY,45058.06720160481,5.002607823470359,.1237992899288744,.048198193,.26579684,62.35066666666573,36.92258333333307,1706.633451327445,279.1305833333379,463.3963333333369,41.17490000000034,27.02019999999985,2006
KY,52882.2,4.98,.1104519441723824,.059851594,.24974155,62.3506666666667,36.92258333333336,1706.633451327434,279.1305833333334,463.3963333333337,41.17489999999999,27.02020000000001,2007
KY,47119.61956521739,5.881521739130437,.1358793902656306,.03950749,.26070714,62.35066666666658,36.92258333333337,1706.633451327432,279.1305833333329,463.3963333333332,41.17489999999999,27.02019999999997,2008
KY,45080.83333333334,10.50714285714284,.1440215987109003,.13141657,.51057917,62.3506666666666,36.92258333333336,1706.633451327433,279.130583333333,463.3963333333334,41.17489999999999,27.02019999999997,2009
KY,45568.66666666666,10.69890710382514,.0807320751209077,.068274096,.50813323,62.35066666666667,36.92258333333324,1706.63345132743,279.1305833333323,463.3963333333335,41.17489999999999,27.02019999999995,2010
KY,46389.06673511294,9.138501026693989,.0743424694686822,.089280009,.51240885,62.35066666666575,36.92258333333307,1706.633451327445,279.1305833333383,463.3963333333368,41.17490000000039,27.02019999999987,2011
KY,43718.14564564564,10.25371621621634,.0915727672676133,.068538263,.50750232,62.3506666666655,36.92258333333304,1706.633451327358,279.1305833333249,463.3963333333373,41.17489999999898,27.02019999999933,2012
KY,,,,,,62.35066666666558,36.92258333333305,1706.633451327383,279.1305833333294,463.3963333333372,41.17489999999945,27.02019999999951,2013
KY,,,,,,62.35066666666589,36.92258333333309,1706.633451327444,279.1305833333367,463.3963333333365,41.17490000000077,27.02020000000021,2014
